GAME_DATE_EST	TEAM_ID_home	PTS_home	FG_PCT_home	FT_PCT_home	FG3_PCT_home	AST_home	REB_home	HOME_TEAM_WINS
24/10/2022	1610612757	135	0.578	0.742	0.457	23	45	1
23/10/2022	1610612747	104	0.446	0.8	0.182	26	40	0
23/10/2022	1610612737	109	0.411	0.821	0.229	23	45	0
23/10/2022	1610612739	117	0.427	0.88	0.394	19	48	1
23/10/2022	1610612740	121	0.471	0.773	0.296	30	45	0
23/10/2022	1610612760	106	0.436	0.714	0.22	24	42	0
23/10/2022	1610612744	130	0.517	0.722	0.424	24	37	1
23/10/2022	1610612746	95	0.439	0.7	0.281	16	43	0
22/10/2022	1610612755	105	0.44	0.75	0.323	26	40	0
22/10/2022	1610612754	124	0.437	0.75	0.381	28	59	1
22/10/2022	1610612753	120	0.474	0.652	0.441	21	48	0
22/10/2022	1610612748	112	0.5	0.926	0.367	28	44	1
22/10/2022	1610612741	96	0.405	0.84	0.241	19	35	0
22/10/2022	1610612749	125	0.565	0.619	0.516	29	47	1
22/10/2022	1610612742	137	0.5	0.833	0.436	23	52	1
22/10/2022	1610612743	122	0.494	0.581	0.526	33	46	1
22/10/2022	1610612758	109	0.471	0.577	0.4	24	39	0
21/10/2022	1610612766	112	0.454	0.786	0.382	30	37	0
21/10/2022	1610612754	134	0.49	0.955	0.314	32	42	0
21/10/2022	1610612764	102	0.513	0.909	0.385	26	39	1
21/10/2022	1610612737	108	0.449	0.938	0.419	26	46	1
21/10/2022	1610612751	109	0.475	0.69	0.371	26	44	1
21/10/2022	1610612748	104	0.457	0.8	0.308	23	36	0
21/10/2022	1610612752	130	0.526	0.636	0.421	29	50	1
21/10/2022	1610612745	122	0.473	0.6	0.457	18	45	0
21/10/2022	1610612750	126	0.458	0.739	0.333	20	60	0
21/10/2022	1610612744	123	0.477	0.889	0.341	34	35	0
21/10/2022	1610612757	113	0.439	0.861	0.345	14	48	1
20/10/2022	1610612755	88	0.434	0.846	0.208	17	44	0
20/10/2022	1610612747	97	0.351	0.846	0.2	23	38	0
19/10/2022	1610612765	113	0.426	0.792	0.368	31	41	1
19/10/2022	1610612754	107	0.402	0.667	0.357	21	42	0
19/10/2022	1610612737	117	0.5	0.833	0.28	30	38	1
19/10/2022	1610612751	108	0.449	0.75	0.303	22	39	0
19/10/2022	1610612748	108	0.463	0.786	0.429	21	46	0
19/10/2022	1610612761	108	0.419	0.719	0.433	19	41	1
19/10/2022	1610612763	115	0.389	0.609	0.34	27	64	1
19/10/2022	1610612750	115	0.415	0.818	0.263	25	55	1
19/10/2022	1610612759	102	0.404	0.714	0.206	22	44	0
19/10/2022	1610612762	123	0.506	0.742	0.421	27	43	1
19/10/2022	1610612756	107	0.471	0.864	0.364	25	40	1
19/10/2022	1610612758	108	0.459	0.684	0.386	27	41	0
18/10/2022	1610612738	126	0.561	0.786	0.343	24	36	1
18/10/2022	1610612744	123	0.455	0.739	0.356	31	48	1
14/10/2022	1610612754	114	0.442	0.75	0.293	29	38	0
14/10/2022	1610612753	114	0.438	0.774	0.308	23	52	1
14/10/2022	1610612761	137	0.454	0.78	0.241	22	57	1
14/10/2022	1610612752	105	0.427	0.75	0.242	25	66	1
14/10/2022	1610612750	102	0.439	0.676	0.212	24	46	0
14/10/2022	1610612740	120	0.484	0.783	0.357	33	50	1
14/10/2022	1610612762	101	0.451	0.765	0.231	25	52	0
14/10/2022	1610612744	112	0.435	0.846	0.238	33	41	0
14/10/2022	1610612758	133	0.489	0.724	0.488	30	55	1
13/10/2022	1610612765	111	0.392	0.842	0.288	23	55	0
13/10/2022	1610612759	112	0.466	0.735	0.192	23	53	0
12/10/2022	1610612739	105	0.412	0.818	0.41	30	49	1
12/10/2022	1610612754	109	0.477	0.75	0.3	26	49	1
12/10/2022	1610612755	99	0.393	0.818	0.314	17	42	1
12/10/2022	1610612748	120	0.471	0.75	0.39	27	46	1
12/10/2022	1610612749	97	0.415	0.762	0.394	19	43	0
12/10/2022	1610612747	113	0.446	0.784	0.256	26	52	0
12/10/2022	1610612756	104	0.418	0.886	0.241	22	48	0
12/10/2022	1610612746	115	0.482	0.8	0.393	28	38	0
11/10/2022	1610612765	99	0.412	0.739	0.333	26	42	0
11/10/2022	1610612753	109	0.476	0.944	0.343	30	50	1
11/10/2022	1610612741	127	0.532	0.739	0.323	32	57	1
11/10/2022	1610612762	104	0.408	0.542	0.262	24	54	0
11/10/2022	1610612744	131	0.5	0.846	0.405	32	49	1
10/10/2022	1610612766	107	0.464	0.923	0.278	15	44	0
10/10/2022	1610612739	97	0.436	0.649	0.238	20	49	0
10/10/2022	1610612748	118	0.404	0.846	0.392	28	44	1
10/10/2022	1610612743	107	0.451	0.611	0.333	21	40	1
9/10/2022	1610612761	98	0.354	0.71	0.216	14	47	0
9/10/2022	1610612759	97	0.366	0.762	0.265	22	48	0
9/10/2022	1610612744	121	0.477	0.706	0.333	22	45	0
9/10/2022	1610612758	126	0.506	0.652	0.467	34	47	1
9/10/2022	1610612746	117	0.465	0.955	0.372	27	45	0
8/10/2022	1610612749	109	0.446	0.8	0.357	22	42	0
7/10/2022	1610612766	103	0.382	0.682	0.27	23	52	0
7/10/2022	1610612752	131	0.44	0.963	0.405	25	43	1
7/10/2022	1610612741	131	0.602	0.889	0.536	32	32	1
7/10/2022	1610612745	116	0.437	0.757	0.387	22	52	1
7/10/2022	1610612763	108	0.453	0.667	0.303	24	50	0
7/10/2022	1610612740	107	0.447	0.676	0.333	21	47	1
7/10/2022	1610612742	105	0.432	0.818	0.362	25	35	0
6/10/2022	1610612737	123	0.547	0.786	0.318	23	39	1
6/10/2022	1610612751	80	0.392	0.773	0.179	16	47	0
6/10/2022	1610612759	99	0.447	0.692	0.419	29	42	0
6/10/2022	1610612747	99	0.34	0.733	0.224	23	54	0
5/10/2022	1610612766	97	0.344	0.611	0.209	20	49	0
5/10/2022	1610612755	113	0.479	0.75	0.29	26	46	1
5/10/2022	1610612738	119	0.444	0.714	0.308	31	45	0
5/10/2022	1610612760	96	0.4	0.765	0.188	17	45	0
5/10/2022	1610612747	115	0.427	0.727	0.317	26	47	0
4/10/2022	1610612752	117	0.511	0.733	0.378	27	42	1
4/10/2022	1610612748	111	0.429	0.944	0.286	25	49	0
4/10/2022	1610612741	125	0.483	0.882	0.333	27	46	0
4/10/2022	1610612757	101	0.444	0.621	0.344	21	38	0
3/10/2022	1610612751	108	0.462	0.735	0.333	25	43	0
3/10/2022	1610612763	109	0.439	0.794	0.278	27	50	1
3/10/2022	1610612743	101	0.411	0.739	0.303	20	43	0
3/10/2022	1610612747	75	0.312	0.625	0.233	17	49	0
3/10/2022	1610612746	102	0.383	0.758	0.395	21	44	1
2/10/2022	1610612744	104	0.458	0.667	0.41	29	47	1
2/10/2022	1610612738	134	0.571	0.8	0.468	41	56	1
2/10/2022	1610612761	114	0.483	0.667	0.375	20	61	1
2/10/2022	1610612745	134	0.546	0.545	0.457	32	60	1
1/10/2022	1610612749	102	0.43	0.714	0.351	22	50	0
30/9/2022	1610612764	87	0.369	0.633	0.171	20	44	0
16/6/2022	1610612738	90	0.425	0.917	0.393	27	41	0
13/6/2022	1610612744	104	0.466	0.867	0.225	23	39	1
10/6/2022	1610612738	97	0.4	0.737	0.395	22	42	0
8/6/2022	1610612738	116	0.483	0.708	0.371	28	47	1
5/6/2022	1610612744	107	0.453	0.7	0.405	25	42	1
2/6/2022	1610612744	108	0.443	0.733	0.422	24	39	0
29/5/2022	1610612748	96	0.42	0.667	0.2	16	44	0
27/5/2022	1610612738	103	0.444	0.903	0.333	22	34	0
26/5/2022	1610612744	120	0.511	1	0.389	36	51	1
25/5/2022	1610612748	80	0.319	0.929	0.156	14	49	0
24/5/2022	1610612742	119	0.5	0.773	0.465	30	45	1
23/5/2022	1610612738	102	0.397	0.842	0.235	21	60	1
22/5/2022	1610612742	100	0.4	0.794	0.289	18	33	0
21/5/2022	1610612738	103	0.486	0.767	0.375	21	44	0
20/5/2022	1610612744	126	0.561	0.8	0.5	33	43	1
19/5/2022	1610612748	102	0.442	0.727	0.294	21	42	0
18/5/2022	1610612744	112	0.561	0.625	0.345	24	51	1
17/5/2022	1610612748	118	0.488	0.882	0.333	18	39	1
15/5/2022	1610612738	109	0.42	0.722	0.4	29	48	1
15/5/2022	1610612756	90	0.379	0.667	0.353	22	39	0
13/5/2022	1610612749	95	0.409	0.889	0.241	15	49	0
13/5/2022	1610612744	110	0.394	0.727	0.377	24	70	1
12/5/2022	1610612755	90	0.414	0.857	0.324	21	35	0
12/5/2022	1610612742	113	0.455	0.75	0.41	18	39	1
11/5/2022	1610612738	107	0.512	0.867	0.323	25	36	0
11/5/2022	1610612763	134	0.475	0.733	0.439	37	55	1
10/5/2022	1610612748	120	0.536	0.739	0.394	26	46	1
10/5/2022	1610612756	110	0.494	0.75	0.375	28	50	1
9/5/2022	1610612749	108	0.415	0.778	0.333	18	48	0
9/5/2022	1610612744	101	0.4	0.909	0.243	25	54	1
8/5/2022	1610612742	111	0.447	0.789	0.455	22	37	1
8/5/2022	1610612755	116	0.544	0.765	0.485	25	32	1
7/5/2022	1610612749	103	0.404	0.824	0.265	20	53	1
7/5/2022	1610612744	142	0.624	0.905	0.531	34	38	1
6/5/2022	1610612755	99	0.478	0.864	0.485	22	43	1
6/5/2022	1610612742	103	0.444	0.769	0.333	25	36	1
4/5/2022	1610612748	119	0.513	0.806	0.483	25	44	1
4/5/2022	1610612756	129	0.645	0.857	0.52	28	34	1
3/5/2022	1610612738	109	0.475	0.867	0.465	28	40	1
3/5/2022	1610612763	106	0.396	0.952	0.311	17	49	1
2/5/2022	1610612748	106	0.435	0.944	0.25	21	47	1
2/5/2022	1610612756	121	0.505	1	0.393	27	51	1
1/5/2022	1610612738	89	0.333	0.75	0.36	21	48	0
1/5/2022	1610612763	116	0.432	0.75	0.4	26	46	0
29/4/2022	1610612750	106	0.452	0.692	0.387	22	37	0
28/4/2022	1610612761	97	0.393	0.8	0.2	15	37	0
28/4/2022	1610612740	109	0.506	0.895	0.333	25	36	0
28/4/2022	1610612762	96	0.429	0.75	0.257	20	48	0
27/4/2022	1610612749	116	0.494	0.8	0.389	23	51	1
27/4/2022	1610612744	102	0.451	0.714	0.419	28	37	1
26/4/2022	1610612748	97	0.451	0.762	0.226	19	33	1
26/4/2022	1610612763	111	0.415	0.667	0.25	24	53	1
26/4/2022	1610612756	112	0.5	0.8	0.37	28	40	1
25/4/2022	1610612751	112	0.506	0.586	0.371	28	38	0
25/4/2022	1610612755	88	0.383	0.8	0.27	21	37	0
25/4/2022	1610612742	102	0.435	0.762	0.279	16	49	1
24/4/2022	1610612741	95	0.389	0.941	0.25	27	44	0
24/4/2022	1610612743	126	0.562	0.806	0.484	28	33	1
24/4/2022	1610612737	86	0.4	0.55	0.357	18	41	0
24/4/2022	1610612740	118	0.471	0.762	0.25	20	48	1
23/4/2022	1610612761	110	0.42	0.8	0.235	19	46	1
23/4/2022	1610612762	100	0.405	0.619	0.286	17	46	1
23/4/2022	1610612751	103	0.506	0.813	0.414	25	33	0
23/4/2022	1610612750	119	0.473	0.775	0.5	23	34	1
22/4/2022	1610612737	111	0.513	0.81	0.375	23	36	1
22/4/2022	1610612741	81	0.393	0.6	0.265	22	43	0
22/4/2022	1610612740	111	0.481	0.774	0.344	17	45	0
21/4/2022	1610612750	95	0.388	0.739	0.343	21	41	0
21/4/2022	1610612762	118	0.565	0.939	0.321	20	32	0
21/4/2022	1610612743	113	0.5	0.815	0.423	25	44	0
20/4/2022	1610612738	114	0.52	0.806	0.355	27	36	1
20/4/2022	1610612761	101	0.442	0.667	0.371	23	32	0
20/4/2022	1610612749	110	0.463	0.645	0.389	27	44	0
19/4/2022	1610612748	115	0.481	0.862	0.389	21	34	1
19/4/2022	1610612763	124	0.478	0.781	0.324	29	48	1
19/4/2022	1610612756	114	0.5	0.833	0.371	26	33	0
18/4/2022	1610612755	112	0.522	0.867	0.467	20	41	1
18/4/2022	1610612742	110	0.47	0.769	0.468	22	31	1
18/4/2022	1610612744	126	0.548	0.708	0.425	27	35	1
17/4/2022	1610612748	115	0.524	0.611	0.474	35	40	1
17/4/2022	1610612738	115	0.472	0.792	0.364	24	43	1
17/4/2022	1610612749	93	0.405	0.652	0.263	19	58	1
17/4/2022	1610612756	110	0.538	0.762	0.357	25	35	1
16/4/2022	1610612742	93	0.382	0.765	0.281	17	34	0
16/4/2022	1610612763	117	0.453	0.744	0.259	25	35	0
16/4/2022	1610612755	131	0.512	0.853	0.5	29	39	1
16/4/2022	1610612744	123	0.524	0.724	0.457	33	41	1
15/4/2022	1610612739	101	0.457	0.824	0.361	23	36	0
15/4/2022	1610612746	101	0.412	0.647	0.25	20	45	0
13/4/2022	1610612737	132	0.521	0.72	0.5	31	54	1
13/4/2022	1610612740	113	0.543	0.739	0.4	25	53	1
12/4/2022	1610612751	115	0.536	0.667	0.321	33	43	1
12/4/2022	1610612750	109	0.434	0.622	0.4	19	49	1
10/4/2022	1610612751	134	0.642	0.88	0.364	30	50	1
10/4/2022	1610612766	124	0.539	0.714	0.545	34	48	1
10/4/2022	1610612739	133	0.543	0.706	0.5	39	48	1
10/4/2022	1610612745	114	0.461	0.75	0.37	24	34	0
10/4/2022	1610612763	110	0.382	0.63	0.319	27	45	0
10/4/2022	1610612752	105	0.46	0.833	0.349	32	48	1
10/4/2022	1610612753	125	0.495	0.857	0.397	33	48	1
10/4/2022	1610612755	118	0.523	0.913	0.2	25	42	1
10/4/2022	1610612750	120	0.505	0.773	0.355	30	32	0
10/4/2022	1610612742	130	0.541	0.783	0.556	34	43	1
10/4/2022	1610612743	141	0.49	0.778	0.319	33	45	0
10/4/2022	1610612746	138	0.557	0.857	0.514	34	57	1
10/4/2022	1610612740	107	0.424	0.75	0.35	24	42	0
10/4/2022	1610612756	109	0.408	0.733	0.298	27	50	0
10/4/2022	1610612757	80	0.373	0.75	0.265	21	32	0
9/4/2022	1610612755	133	0.556	0.778	0.353	37	42	1
9/4/2022	1610612763	141	0.589	0.739	0.514	41	48	1
9/4/2022	1610612759	94	0.4	0.741	0.323	19	41	0
9/4/2022	1610612746	117	0.488	0.8	0.488	29	48	1
8/4/2022	1610612765	101	0.389	0.913	0.208	27	43	0
8/4/2022	1610612764	92	0.507	0.765	0.321	21	37	0
8/4/2022	1610612751	118	0.467	0.952	0.375	30	45	1
8/4/2022	1610612761	117	0.458	0.957	0.241	20	41	1
8/4/2022	1610612748	113	0.556	0.786	0.423	20	33	1
8/4/2022	1610612741	117	0.537	0.8	0.542	25	31	0
8/4/2022	1610612742	128	0.532	0.774	0.444	25	51	1
8/4/2022	1610612762	105	0.398	0.727	0.289	20	44	0
8/4/2022	1610612747	120	0.5	0.744	0.29	23	45	1
7/4/2022	1610612766	128	0.522	0.741	0.353	29	56	1
7/4/2022	1610612761	119	0.495	0.778	0.455	22	41	1
7/4/2022	1610612749	127	0.505	0.714	0.368	27	48	1
7/4/2022	1610612750	127	0.427	0.806	0.377	25	47	1
7/4/2022	1610612740	127	0.473	0.839	0.351	31	49	1
7/4/2022	1610612743	122	0.55	0.88	0.4	27	43	1
7/4/2022	1610612744	128	0.526	1	0.5	39	45	1
6/4/2022	1610612765	113	0.427	0.914	0.367	26	42	0
6/4/2022	1610612752	98	0.386	0.583	0.342	22	42	0
6/4/2022	1610612737	118	0.467	0.842	0.41	26	39	1
6/4/2022	1610612741	94	0.438	0.739	0.304	19	40	0
6/4/2022	1610612762	137	0.583	0.75	0.417	29	55	1
6/4/2022	1610612746	113	0.44	0.795	0.353	20	55	1
5/4/2022	1610612754	122	0.474	0.952	0.3	29	48	0
5/4/2022	1610612753	120	0.505	0.667	0.457	31	43	1
5/4/2022	1610612751	118	0.453	0.926	0.405	22	52	1
5/4/2022	1610612748	144	0.571	0.862	0.548	29	41	1
5/4/2022	1610612761	118	0.436	0.677	0.257	20	60	1
5/4/2022	1610612741	106	0.429	1	0.273	22	42	0
5/4/2022	1610612750	114	0.451	0.72	0.341	27	38	0
5/4/2022	1610612760	98	0.481	0.5	0.31	15	47	1
5/4/2022	1610612743	97	0.418	0.667	0.212	22	51	0
5/4/2022	1610612762	121	0.417	0.674	0.316	23	61	1
5/4/2022	1610612758	109	0.513	0.909	0.367	28	34	0
5/4/2022	1610612756	121	0.49	0.778	0.359	38	53	1
3/4/2022	1610612738	144	0.615	0.692	0.523	39	39	1
3/4/2022	1610612749	112	0.442	0.722	0.375	25	36	0
3/4/2022	1610612747	118	0.533	0.667	0.3	31	40	0
3/4/2022	1610612754	117	0.479	0.789	0.316	33	58	0
3/4/2022	1610612739	108	0.449	0.742	0.455	24	41	0
3/4/2022	1610612753	88	0.353	0.593	0.273	18	40	0
3/4/2022	1610612761	109	0.422	0.794	0.308	19	38	0
3/4/2022	1610612745	132	0.565	0.69	0.4	28	36	0
3/4/2022	1610612760	117	0.494	0.778	0.415	33	54	1
3/4/2022	1610612759	113	0.452	0.767	0.333	25	51	1
3/4/2022	1610612758	90	0.383	0.875	0.212	19	35	0
3/4/2022	1610612746	119	0.474	0.8	0.477	33	41	1
2/4/2022	1610612755	144	0.609	0.81	0.488	38	47	1
2/4/2022	1610612752	101	0.403	0.765	0.433	19	35	0
2/4/2022	1610612737	122	0.419	0.755	0.317	18	54	1
2/4/2022	1610612741	109	0.43	0.897	0.265	21	39	0
2/4/2022	1610612744	111	0.476	0.917	0.417	30	41	1
1/4/2022	1610612753	89	0.43	0.909	0.314	24	45	0
1/4/2022	1610612764	135	0.544	0.909	0.515	33	45	1
1/4/2022	1610612738	128	0.542	0.929	0.364	29	40	1
1/4/2022	1610612745	117	0.423	0.692	0.378	26	45	0
1/4/2022	1610612763	122	0.451	0.821	0.292	30	48	1
1/4/2022	1610612749	119	0.532	0.611	0.32	30	38	0
1/4/2022	1610612760	101	0.429	0.621	0.324	24	54	0
1/4/2022	1610612759	130	0.568	0.786	0.432	34	44	1
1/4/2022	1610612743	130	0.535	0.897	0.343	36	44	0
1/4/2022	1610612747	111	0.476	0.71	0.407	24	40	0
31/3/2022	1610612765	102	0.5	0.667	0.286	26	38	1
31/3/2022	1610612737	131	0.495	0.857	0.436	27	48	1
31/3/2022	1610612751	119	0.464	0.688	0.486	31	41	0
31/3/2022	1610612741	135	0.49	0.781	0.345	24	50	1
31/3/2022	1610612762	122	0.511	0.625	0.341	25	41	1
30/3/2022	1610612739	112	0.506	0.773	0.44	24	39	0
30/3/2022	1610612754	118	0.454	0.783	0.3	29	37	0
30/3/2022	1610612764	127	0.511	0.769	0.361	35	51	1
30/3/2022	1610612738	98	0.412	0.739	0.297	27	44	0
30/3/2022	1610612752	114	0.471	0.692	0.364	23	43	0
30/3/2022	1610612761	125	0.5	0.733	0.5	32	47	1
30/3/2022	1610612745	118	0.457	0.76	0.31	23	51	0
30/3/2022	1610612760	118	0.471	0.704	0.415	31	42	0
30/3/2022	1610612759	111	0.506	0.813	0.4	26	37	0
30/3/2022	1610612744	103	0.422	0.8	0.342	26	48	0
30/3/2022	1610612757	107	0.459	0.833	0.333	30	41	0
29/3/2022	1610612755	116	0.483	0.778	0.39	28	40	0
29/3/2022	1610612764	94	0.481	0.706	0.231	25	37	0
29/3/2022	1610612751	130	0.553	0.912	0.536	24	41	1
29/3/2022	1610612742	128	0.517	0.783	0.435	27	46	1
29/3/2022	1610612746	121	0.494	0.857	0.417	21	33	1
28/3/2022	1610612766	109	0.473	0.667	0.31	33	40	0
28/3/2022	1610612739	107	0.446	0.87	0.317	26	41	1
28/3/2022	1610612754	123	0.517	0.889	0.472	32	28	0
28/3/2022	1610612748	123	0.544	1	0.475	30	48	1
28/3/2022	1610612752	109	0.427	0.6	0.343	19	46	1
28/3/2022	1610612761	115	0.434	0.722	0.256	16	52	1
28/3/2022	1610612745	120	0.413	0.857	0.408	26	44	0
28/3/2022	1610612763	123	0.467	0.714	0.4	26	52	1
28/3/2022	1610612757	131	0.455	0.692	0.4	28	47	0
27/3/2022	1610612765	102	0.459	0.889	0.276	23	37	0
27/3/2022	1610612738	134	0.563	0.905	0.436	27	45	1
27/3/2022	1610612764	123	0.524	0.864	0.571	33	42	1
27/3/2022	1610612756	114	0.517	0.647	0.481	24	40	1
27/3/2022	1610612740	116	0.484	0.792	0.333	25	41	1
27/3/2022	1610612751	110	0.443	0.654	0.206	30	50	0
27/3/2022	1610612742	114	0.519	0.708	0.5	21	45	1
26/3/2022	1610612740	103	0.444	0.684	0.313	23	42	0
26/3/2022	1610612753	110	0.425	1	0.361	27	57	0
26/3/2022	1610612761	131	0.607	0.737	0.469	34	42	1
26/3/2022	1610612739	94	0.415	0.704	0.226	17	46	0
26/3/2022	1610612748	95	0.44	0.731	0.294	20	39	0
26/3/2022	1610612763	127	0.48	0.696	0.351	30	54	1
26/3/2022	1610612743	113	0.482	0.958	0.258	33	47	1
26/3/2022	1610612757	98	0.398	0.706	0.3	21	51	0
25/3/2022	1610612766	107	0.466	0.706	0.382	26	45	1
25/3/2022	1610612765	97	0.411	0.929	0.188	19	48	0
25/3/2022	1610612737	121	0.517	0.789	0.378	27	44	1
25/3/2022	1610612748	103	0.5	0.84	0.364	18	35	0
25/3/2022	1610612750	116	0.512	0.792	0.344	26	45	1
25/3/2022	1610612757	106	0.506	0.739	0.15	28	38	0
25/3/2022	1610612746	97	0.4	0.84	0.32	19	39	0
24/3/2022	1610612761	117	0.472	0.895	0.432	26	40	1
24/3/2022	1610612763	133	0.538	0.706	0.5	34	55	1
24/3/2022	1610612749	114	0.519	0.875	0.457	23	41	1
24/3/2022	1610612740	126	0.494	0.941	0.414	23	43	1
24/3/2022	1610612743	130	0.593	0.704	0.469	27	37	0
23/3/2022	1610612766	106	0.472	0.529	0.283	26	45	0
23/3/2022	1610612765	122	0.5	0.88	0.364	30	54	1
23/3/2022	1610612754	109	0.462	1	0.389	34	42	0
23/3/2022	1610612738	125	0.595	0.857	0.528	37	39	1
23/3/2022	1610612748	104	0.435	0.762	0.389	26	34	0
23/3/2022	1610612763	132	0.465	0.864	0.5	28	46	1
23/3/2022	1610612750	116	0.442	0.864	0.302	27	45	0
23/3/2022	1610612760	118	0.481	0.833	0.415	21	44	1
23/3/2022	1610612742	110	0.488	0.818	0.242	24	42	1
23/3/2022	1610612747	121	0.515	0.625	0.367	25	45	0
23/3/2022	1610612757	96	0.383	0.944	0.269	18	43	0
22/3/2022	1610612753	94	0.43	0.8	0.278	25	39	1
22/3/2022	1610612752	111	0.488	0.538	0.382	20	41	0
22/3/2022	1610612749	126	0.61	0.7	0.429	26	53	1
22/3/2022	1610612743	127	0.542	0.913	0.5	31	40	1
21/3/2022	1610612766	106	0.506	0.867	0.351	34	35	1
21/3/2022	1610612739	120	0.523	0.842	0.359	29	38	0
21/3/2022	1610612765	115	0.424	0.829	0.257	22	48	0
21/3/2022	1610612755	113	0.5	0.75	0.405	26	45	1
21/3/2022	1610612751	114	0.542	0.867	0.367	31	41	1
21/3/2022	1610612741	113	0.489	0.583	0.393	28	42	1
21/3/2022	1610612745	115	0.494	0.846	0.513	30	44	1
21/3/2022	1610612760	123	0.516	0.714	0.459	23	42	0
21/3/2022	1610612742	110	0.482	0.762	0.304	27	47	1
20/3/2022	1610612754	129	0.571	0.857	0.429	38	41	1
20/3/2022	1610612745	98	0.43	0.583	0.323	26	45	0
20/3/2022	1610612737	112	0.471	0.87	0.313	22	40	0
20/3/2022	1610612753	90	0.386	0.792	0.226	22	60	1
20/3/2022	1610612758	124	0.429	0.833	0.471	27	42	0
20/3/2022	1610612752	93	0.373	0.714	0.4	20	37	0
20/3/2022	1610612743	104	0.402	0.8	0.359	22	41	0
20/3/2022	1610612755	88	0.411	0.75	0.259	21	40	0
20/3/2022	1610612744	108	0.456	0.714	0.333	26	57	0
19/3/2022	1610612750	138	0.511	0.846	0.468	30	44	1
19/3/2022	1610612766	129	0.5	0.778	0.476	33	46	1
19/3/2022	1610612739	113	0.511	0.565	0.385	28	44	1
19/3/2022	1610612764	127	0.518	0.839	0.419	30	36	1
18/3/2022	1610612755	111	0.493	0.913	0.421	23	38	1
18/3/2022	1610612737	120	0.495	0.81	0.464	28	40	1
18/3/2022	1610612751	128	0.584	0.848	0.4	24	45	1
18/3/2022	1610612739	119	0.449	0.654	0.378	31	46	1
18/3/2022	1610612752	100	0.344	0.778	0.303	18	60	1
18/3/2022	1610612761	123	0.505	0.65	0.324	25	46	0
18/3/2022	1610612748	120	0.484	0.833	0.353	25	46	1
18/3/2022	1610612745	118	0.494	0.875	0.444	24	42	0
18/3/2022	1610612759	91	0.36	0.8	0.25	22	40	0
18/3/2022	1610612762	121	0.485	0.786	0.364	30	59	1
18/3/2022	1610612756	129	0.56	0.923	0.44	23	49	1
18/3/2022	1610612758	97	0.418	0.75	0.361	23	37	0
17/3/2022	1610612753	120	0.485	0.714	0.367	24	45	0
16/3/2022	1610612766	116	0.494	0.826	0.314	30	43	1
16/3/2022	1610612739	114	0.488	0.844	0.321	25	39	0
16/3/2022	1610612764	109	0.471	0.71	0.217	26	48	0
16/3/2022	1610612751	111	0.495	0.8	0.346	28	45	0
16/3/2022	1610612752	128	0.5	0.821	0.421	31	47	1
16/3/2022	1610612745	112	0.494	0.632	0.41	26	33	0
16/3/2022	1610612750	124	0.444	0.871	0.405	22	51	1
16/3/2022	1610612759	122	0.439	0.85	0.463	31	48	1
16/3/2022	1610612762	125	0.506	0.759	0.487	20	47	1
16/3/2022	1610612744	88	0.372	0.813	0.229	19	38	0
16/3/2022	1610612758	126	0.489	0.857	0.372	27	39	0
16/3/2022	1610612746	100	0.487	0.867	0.367	27	41	0
15/3/2022	1610612754	102	0.418	0.737	0.2	23	49	0
15/3/2022	1610612753	108	0.379	0.778	0.366	25	37	0
15/3/2022	1610612748	105	0.403	0.897	0.364	20	44	1
15/3/2022	1610612740	115	0.5	0.708	0.353	29	45	0
14/3/2022	1610612739	120	0.477	0.719	0.5	28	49	1
14/3/2022	1610612737	122	0.367	0.938	0.25	28	49	1
14/3/2022	1610612755	110	0.429	0.813	0.364	25	48	0
14/3/2022	1610612760	116	0.467	0.842	0.364	31	49	0
14/3/2022	1610612759	139	0.536	0.846	0.371	33	36	0
14/3/2022	1610612744	126	0.536	0.818	0.4	26	44	1
14/3/2022	1610612758	112	0.476	0.923	0.4	25	45	1
14/3/2022	1610612762	111	0.398	0.833	0.354	21	45	0
14/3/2022	1610612747	103	0.391	0.759	0.31	20	43	0
13/3/2022	1610612751	110	0.494	0.727	0.207	30	39	1
13/3/2022	1610612765	102	0.45	0.9	0.414	23	44	0
13/3/2022	1610612738	92	0.375	0.895	0.243	16	45	0
13/3/2022	1610612753	114	0.451	0.7	0.419	28	50	0
13/3/2022	1610612737	131	0.548	0.917	0.447	27	36	1
13/3/2022	1610612740	130	0.516	0.706	0.313	30	45	1
13/3/2022	1610612760	118	0.423	0.821	0.317	25	44	0
13/3/2022	1610612756	140	0.569	0.857	0.364	36	51	1
12/3/2022	1610612748	104	0.398	0.76	0.333	23	53	0
12/3/2022	1610612741	101	0.443	0.933	0.429	20	46	1
12/3/2022	1610612759	108	0.412	0.813	0.324	28	52	0
12/3/2022	1610612744	122	0.484	0.933	0.4	33	55	1
12/3/2022	1610612743	115	0.551	0.75	0.407	32	39	0
12/3/2022	1610612762	134	0.558	0.71	0.39	21	44	1
12/3/2022	1610612757	127	0.516	0.909	0.367	21	43	1
11/3/2022	1610612753	118	0.465	0.88	0.4	31	49	1
11/3/2022	1610612737	112	0.478	0.895	0.29	28	47	1
11/3/2022	1610612738	114	0.467	0.8	0.188	23	47	1
11/3/2022	1610612748	117	0.477	0.889	0.314	28	42	1
11/3/2022	1610612745	100	0.477	0.632	0.2	29	39	0
11/3/2022	1610612763	118	0.447	0.586	0.346	23	53	1
